age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
36,Private,187847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
50,Private,150975,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
19,Private,50941,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
23,Local-gov,49296,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,0
55,Private,227158,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
19,Private,232368,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
37,Private,238433,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,0
47,Private,118729,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1
26,State-gov,326033,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,80,United-States,0
17,Local-gov,244856,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
47,Self-emp-not-inc,187901,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
51,Local-gov,114508,9th,5,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,0
36,Private,52327,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Iran,1
28,Private,173483,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013,0,20,United-States,0
50,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,1
39,Private,465334,11th,7,Divorced,Farming-fishing,Unmarried,White,Male,0,0,1,United-States,0
41,State-gov,48997,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
32,?,199244,10th,6,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
31,Private,124827,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
21,Private,203894,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
20,Private,390817,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,Mexico,0
19,?,307837,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
41,Self-emp-not-inc,97277,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,0
51,Private,249644,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,1
55,Private,109015,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,1876,40,United-States,0
43,Private,193882,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,1
43,Self-emp-inc,504423,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Japan,1
62,?,144026,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,0
26,Private,366900,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
18,Private,227529,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,0
29,Private,189346,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
38,Private,132879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1
34,Private,318886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,0
49,Self-emp-not-inc,144351,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,0
45,Private,175600,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
48,Private,131762,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
38,Self-emp-not-inc,122493,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,1
26,Private,305304,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
32,Private,372317,9th,5,Separated,Other-service,Unmarried,White,Female,0,0,23,Mexico,0
37,Private,179671,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
53,Private,167065,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
58,Private,218764,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0
31,Private,249869,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
35,Local-gov,182570,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
34,Local-gov,134886,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1740,35,United-States,0
72,Private,188528,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Canada,1
20,Private,281608,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,0
31,Private,363130,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
27,Private,203160,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
51,Private,171914,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
30,Private,327202,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
37,Private,166339,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
47,Private,30457,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
27,Private,44767,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
30,Local-gov,257796,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
51,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,1
23,Private,189461,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,55,United-States,0
48,Self-emp-not-inc,397466,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
32,Private,194141,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,0
45,Private,264514,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
46,Private,73434,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
59,Self-emp-not-inc,104216,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,0
54,Private,108435,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,0
58,Private,196643,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,0
45,Private,198759,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
17,Private,168807,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
50,Private,330142,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States,0
61,Self-emp-not-inc,181033,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
39,Local-gov,218490,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
50,State-gov,159219,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Canada,1
33,Private,220362,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,1
35,Private,265535,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,Jamaica,1
80,?,174995,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,Canada,0
48,Private,103648,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,41,United-States,0
19,Private,256979,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,35,United-States,0
59,Private,193568,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
45,Private,36006,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
44,State-gov,46221,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
52,Private,159670,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
23,Private,255252,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
29,Private,114224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44,Private,54310,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1
25,Private,193787,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,0
48,Private,156926,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
52,Local-gov,305053,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
24,Private,283806,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
46,Private,219967,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,1
34,Self-emp-not-inc,31740,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
54,Private,215990,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,1
18,Private,139576,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
21,Private,165107,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
24,Private,125031,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
39,Private,76767,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
40,State-gov,23037,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,84,United-States,0
62,Self-emp-not-inc,39610,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,0
37,Private,406664,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,0
18,Private,148644,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,0
66,Self-emp-not-inc,252842,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,20,United-States,0
17,Federal-gov,29078,11th,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,15,United-States,0
43,Private,298161,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Nicaragua,0
33,Local-gov,377107,Some-college,10,Separated,Other-service,Own-child,Black,Female,0,0,35,United-States,0
44,Private,160785,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
20,Private,256504,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,6,United-States,0
26,Federal-gov,276075,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
28,?,291374,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,30,United-States,0
44,Local-gov,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,1
19,Private,124265,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0
18,Private,264017,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,16,Canada,0
40,Private,151408,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
51,Self-emp-not-inc,124963,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,1
33,Federal-gov,137184,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,1
30,Private,219318,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,35,Puerto-Rico,0
18,?,90636,Some-college,10,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,594,0,40,United-States,0
37,Self-emp-not-inc,241463,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,1
26,State-gov,126327,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
24,Private,59792,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0
57,Private,314153,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,1
54,Federal-gov,114674,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
52,Private,46788,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,0
23,Private,664670,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0
36,Private,183425,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
55,Self-emp-not-inc,158315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
35,Local-gov,215419,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
64,Private,212513,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,155382,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
47,Self-emp-not-inc,132589,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
58,Self-emp-not-inc,164065,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,18,United-States,0
30,Private,203488,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
26,Private,248612,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,0
47,Private,125892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,1
42,Private,183479,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
27,Private,50132,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
22,Private,99199,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
22,Private,290044,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,Canada,0
41,Local-gov,291831,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0
27,Private,363053,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,Mexico,0
34,Self-emp-not-inc,192900,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,0
41,Private,116493,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,52,United-States,0
23,Private,160951,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,2597,0,40,United-States,0
60,Local-gov,169015,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,32477,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
32,Private,102858,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,42,United-States,0
49,Self-emp-not-inc,200471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
57,Private,56080,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0
48,?,175653,Assoc-acdm,12,Divorced,?,Not-in-family,White,Female,14084,0,40,United-States,1
18,Private,157131,12th,8,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,0
28,State-gov,319027,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
54,Private,260052,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
40,Private,208277,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
42,Private,188561,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
45,Private,195554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1
28,Local-gov,327533,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,0
23,Private,210474,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
42,State-gov,392167,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
37,Private,120045,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,56,United-States,0
51,Self-emp-not-inc,246820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,48,United-States,1
49,Local-gov,102359,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,1
48,State-gov,122066,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,1
40,Private,174515,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,40,United-States,0
53,Private,139522,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1573,40,Italy,0
38,Private,249039,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,1
69,Private,269499,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,8,United-States,0
21,Private,119474,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,0
43,Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
35,Private,187711,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,113453,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,0
40,Private,269168,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,?,0
32,Private,171814,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
53,Private,92565,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
35,Private,265954,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
72,Self-emp-not-inc,28865,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,0
33,Self-emp-inc,179708,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28,Private,33798,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
